               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,            0.023057,            0.012101,           0.0068625,             0.95039,             0.92193,             0.97303,             0.75829,            0.020842,           0.0047768,           0.0019592,           0.0007138,           0.0007138,           0.0007138
                 471,            0.023102,            0.012065,           0.0065757,              0.9505,             0.92208,             0.97341,             0.75913,             0.02081,           0.0047719,           0.0019492,            0.000694,            0.000694,            0.000694
                 472,            0.023065,            0.012024,           0.0067941,             0.95076,             0.92207,             0.97348,             0.75972,             0.02078,           0.0047671,           0.0019395,           0.0006742,           0.0006742,           0.0006742
                 473,            0.023014,            0.012018,           0.0065191,             0.95016,             0.92338,             0.97367,              0.7603,             0.02075,           0.0047623,           0.0019299,           0.0006544,           0.0006544,           0.0006544
                 474,            0.023007,            0.011937,            0.006752,              0.9504,             0.92338,             0.97374,             0.76077,            0.020719,           0.0047572,           0.0019197,           0.0006346,           0.0006346,           0.0006346
                 475,            0.022752,            0.011995,           0.0066838,             0.95116,             0.92358,              0.9739,             0.76131,            0.020691,           0.0047527,           0.0019105,           0.0006148,           0.0006148,           0.0006148
                 476,            0.022791,            0.011941,           0.0065165,             0.95176,             0.92233,             0.97408,             0.76187,            0.020662,           0.0047475,           0.0019007,            0.000595,            0.000595,            0.000595
                 477,             0.02274,            0.011953,           0.0065612,             0.95218,             0.92252,             0.97427,             0.76271,            0.020629,           0.0047422,           0.0018904,           0.0005752,           0.0005752,           0.0005752
                 478,            0.022643,            0.011969,           0.0063922,             0.95196,              0.9231,             0.97432,             0.76293,              0.0206,           0.0047372,           0.0018809,           0.0005554,           0.0005554,           0.0005554
                 479,             0.02268,            0.011909,           0.0065333,             0.95215,             0.92305,             0.97442,             0.76384,            0.020569,           0.0047322,           0.0018706,           0.0005356,           0.0005356,           0.0005356
                 480,            0.022432,            0.011949,            0.006417,             0.95245,             0.92325,              0.9746,             0.76469,            0.020539,           0.0047271,           0.0018608,           0.0005158,           0.0005158,           0.0005158
                 481,            0.022605,            0.011995,           0.0061905,             0.95239,             0.92328,             0.97469,             0.76504,            0.020508,           0.0047216,           0.0018508,            0.000496,            0.000496,            0.000496
                 482,            0.022449,            0.011848,           0.0063029,              0.9552,             0.92108,             0.97516,             0.76583,            0.020475,           0.0047164,           0.0018408,           0.0004762,           0.0004762,           0.0004762
                 483,            0.022542,            0.011856,           0.0062276,               0.954,             0.92266,             0.97524,             0.76639,            0.020446,            0.004711,           0.0018315,           0.0004564,           0.0004564,           0.0004564
                 484,            0.022402,            0.011887,           0.0061174,             0.95363,             0.92273,             0.97538,             0.76683,            0.020418,           0.0047058,           0.0018218,           0.0004366,           0.0004366,           0.0004366
                 485,            0.022213,            0.011867,           0.0063241,             0.95389,             0.92334,             0.97554,             0.76743,            0.020389,           0.0047007,            0.001812,           0.0004168,           0.0004168,           0.0004168
                 486,            0.022084,            0.011749,           0.0061716,             0.95435,             0.92319,             0.97615,             0.76879,            0.020357,           0.0046954,           0.0018024,            0.000397,            0.000397,            0.000397
                 487,            0.022176,            0.011809,           0.0061388,             0.95522,             0.92332,             0.97579,             0.76881,            0.020327,           0.0046902,           0.0017927,           0.0003772,           0.0003772,           0.0003772
                 488,            0.022088,            0.011824,           0.0059214,              0.9552,             0.92358,             0.97584,             0.76977,            0.020296,           0.0046847,            0.001783,           0.0003574,           0.0003574,           0.0003574
                 489,            0.022031,            0.011771,           0.0062316,             0.95541,             0.92369,             0.97596,             0.77016,            0.020267,           0.0046794,           0.0017733,           0.0003376,           0.0003376,           0.0003376
                 490,            0.021901,            0.011718,           0.0059322,              0.9563,             0.92334,             0.97604,             0.77095,            0.020236,           0.0046738,           0.0017634,           0.0003178,           0.0003178,           0.0003178
